course_id,title,level
714,Skepticism,Beginner|Intermediate|Advanced
715,Consonants of American English Pronunciation,Beginner|Intermediate|Advanced
716,Guitar Performance Techniques,Beginner|Intermediate|Advanced
717,Thrive in Trying Times Teach-Out,Beginner|Intermediate|Advanced
718,Introduction to Graph Theory,Beginner|Intermediate|Advanced
719,Compassionate Leadership Through Service Learning with Jane Goodall and Roots & Shoots,Beginner|Intermediate|Advanced
720,Social Media Data Analytics,Beginner|Intermediate|Advanced
721,Elastic Google Cloud Infrastructure: Scaling and Automation,Beginner|Intermediate|Advanced
722,"Response Surfaces, Mixtures, and Model Building",Beginner|Intermediate|Advanced
723,Local Economic Development,Beginner|Intermediate|Advanced
724,Political Economy of Institutions and Development,Beginner|Intermediate|Advanced
725,Philosophy and the Sciences: Introduction to the Philosophy of Cognitive Sciences,Beginner|Intermediate|Advanced
726,"Grow to Greatness: Smart Growth for Private Businesses, Part I",Beginner|Intermediate|Advanced
727,Evaluate Machine Learning Models with Yellowbrick,Beginner|Intermediate|Advanced
728,Business Intelligence and Competitive Analysis,Beginner|Intermediate|Advanced
729,Enterprise and Infrastructure Security,Beginner|Intermediate|Advanced
730,English for Effective Business Speaking,Beginner|Intermediate|Advanced
731,"Raising Capital: Credit Tech, Coin Offerings, and Crowdfunding",Beginner|Intermediate|Advanced
732,Learning How To Learn for Youth,Beginner|Intermediate|Advanced
733,What is news?,Beginner|Intermediate|Advanced
734,Interprofessional Healthcare Informatics,Beginner|Intermediate|Advanced
735,Create Your First Python Program,Beginner|Intermediate|Advanced
736,Methods and Statistics in Social Science - Final Research Project,Beginner|Intermediate|Advanced
737,Basic Elements of Design: Design Principles and Software Overview,Beginner|Intermediate|Advanced
738,EMT Foundations,Beginner|Intermediate|Advanced
739,Cloud Computing Project,Beginner|Intermediate|Advanced
740,Israel State and Society,Beginner|Intermediate|Advanced
741,Python Data Representations,Beginner|Intermediate|Advanced
742,Bases of the law of obligations (The Russian Federation) Part 1,Beginner|Intermediate|Advanced
743,Solar Energy Basics,Beginner|Intermediate|Advanced
744,"Javascript animation for websites, storytelling, data visualization and games",Beginner|Intermediate|Advanced
745,Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion,Beginner|Intermediate|Advanced
746,Teach English Now! Foundational Principles,Beginner|Intermediate|Advanced
747,Teach English Now! Foundational Principles,Beginner|Intermediate|Advanced
748,"Python Functions, Files, and Dictionaries",Beginner|Intermediate|Advanced
749,Towards language universals through lexical semantics: introduction to lexical and semantic typology,Beginner|Intermediate|Advanced
750,Global Impact: Cultural Psychology,Beginner|Intermediate|Advanced
751,Managing an Agile Team,Beginner|Intermediate|Advanced
752,Managing an Agile Team,Beginner|Intermediate|Advanced
753,Computer Vision: Neural Transfer Style & Green Screen Effect,Beginner|Intermediate|Advanced
754,Sensors and Sensor Circuit Design,Beginner|Intermediate|Advanced
755,Getting Started with SAS Visual Analytics,Beginner|Intermediate|Advanced
756,Cyber-Physical Systems: Modeling and Simulation,Beginner|Intermediate|Advanced
757,Predict Ideal Diamonds over Good Diamonds using a Random Forest using R,Beginner|Intermediate|Advanced
758,"The Bible's Prehistory, Purpose, and Political Future",Beginner|Intermediate|Advanced
759,Introduction to iOS App Development with Swift 5,Beginner|Intermediate|Advanced
760,Community Change in Public Health,Beginner|Intermediate|Advanced
761,Six Sigma Tools for Analyze,Beginner|Intermediate|Advanced
762,REAL BONES:  Adventures in Forensic Anthropology,Beginner|Intermediate|Advanced
763,General Academic English,Beginner|Intermediate|Advanced
764,"The American South: Its Stories, Music, and Art",Beginner|Intermediate|Advanced
765,Create Custom Layers in Keras,Beginner|Intermediate|Advanced
766,Brand management in digital economy,Beginner|Intermediate|Advanced
767,Innovating in a Digital World,Beginner|Intermediate|Advanced
768,Introduction to Communication Science,Beginner|Intermediate|Advanced
769,Optimization of Topic Models using Grid Search Method,Beginner|Intermediate|Advanced
770,Sports and Building Aerodynamics,Beginner|Intermediate|Advanced
771,Organisational design: Know your organisation,Beginner|Intermediate|Advanced
772,Learn to Teach Java:  Writing Classes and Arrays,Beginner|Intermediate|Advanced
773,Plots (Graphics) for Data Science,Beginner|Intermediate|Advanced
774,The Sun and the Total Eclipse of August 2017,Beginner|Intermediate|Advanced
775,Material Behavior,Beginner|Intermediate|Advanced
776,Disaster Preparedness,Beginner|Intermediate|Advanced
777,Protecting Business Innovations via Trademark,Beginner|Intermediate|Advanced
778,Fundamentals of the Chinese character writing (Part 1),Beginner|Intermediate|Advanced
779,International Leadership and Organizational Behavior,Beginner|Intermediate|Advanced
780,Introduction to Natural Language Processing in Python,Beginner|Intermediate|Advanced
781,ADHD: Everyday Strategies for Elementary Students,Beginner|Intermediate|Advanced
782,Introduction to Statistical Analysis:  Hypothesis Testing,Beginner|Intermediate|Advanced
783,Health Concepts in Chinese Medicine,Beginner|Intermediate|Advanced
784,Teamwork Skills: Communicating Effectively in Groups,Beginner|Intermediate|Advanced
785,Academic Listening and Note-Taking,Beginner|Intermediate|Advanced
786,Digital Manufacturing & Design,Beginner|Intermediate|Advanced
787,Predicting Salaries with Simple Linear Regression in R,Beginner|Intermediate|Advanced
788,Create your first test automation script - Selenium and C#,Beginner|Intermediate|Advanced
789,How Google does Machine Learning,Beginner|Intermediate|Advanced
790,Cybersecurity Awareness and Innovation,Beginner|Intermediate|Advanced
791,"Machine Learning:  Predict Numbers from Handwritten Digits using a Neural Network, Keras, and R",Beginner|Intermediate|Advanced
792,Essential Epidemiologic Tools for Public Health Practice,Beginner|Intermediate|Advanced
793,Giving Helpful Feedback,Beginner|Intermediate|Advanced
794,International Labour Law,Beginner|Intermediate|Advanced
795,Effectively delivering the news to your audience,Beginner|Intermediate|Advanced
796,Writing your World: Finding yourself in the academic space,Beginner|Intermediate|Advanced
797,Digital Business Models,Beginner|Intermediate|Advanced
798,Introduction to Advanced tomography,Beginner|Intermediate|Advanced
799,Engaging in Persuasive and Credible Communication,Beginner|Intermediate|Advanced
800,Creating a Customer Service Survey Using Google Forms,Beginner|Intermediate|Advanced
801,Introduction to Philosophy,Beginner|Intermediate|Advanced
802,Architecting with Google Kubernetes Engine: Workloads,Beginner|Intermediate|Advanced
803,Extracellular Vesicles in Health and Disease,Beginner|Intermediate|Advanced
804,Understanding Your Google Cloud Platform (GCP) Costs,Beginner|Intermediate|Advanced
805,Gmail: The Foundation To Accessing Google Apps,Beginner|Intermediate|Advanced
806,Create a Google Ads Video Campaign,Beginner|Intermediate|Advanced
807,"Photography Techniques: Light, Content, and Sharing",Beginner|Intermediate|Advanced
808,The City and You: Find Your Best Place,Beginner|Intermediate|Advanced
809,What is Palliative Care?,Beginner|Intermediate|Advanced
810,CAM and Design Manufacturing for Mechanical Engineers with Autodesk Fusion 360,Beginner|Intermediate|Advanced
811,Speaking to inform:  Discussing complex ideas with clear explanations and dynamic slides,Beginner|Intermediate|Advanced
812,America Through Foreign Eyes,Beginner|Intermediate|Advanced
813,Internet Giants: The Law and Economics of Media Platforms,Beginner|Intermediate|Advanced
814,Career Total Fitness Annual Retreat,Beginner|Intermediate|Advanced
815,"Introduction to Containers w/ Docker, Kubernetes & OpenShift",Beginner|Intermediate|Advanced
816,Sequence Models for Time Series and Natural Language Processing,Beginner|Intermediate|Advanced
817,Simple Recurrent Neural Network with Keras,Beginner|Intermediate|Advanced
818,Supply Chain Operations,Beginner|Intermediate|Advanced
819,Chinese for HSK 3 PART I,Beginner|Intermediate|Advanced
820,Spreadsheets for Beginners using Google Sheets,Beginner|Intermediate|Advanced
821,Leadership and Emotional Intelligence,Beginner|Intermediate|Advanced
822,Managing Supply Chain Disruption During COVID-19,Beginner|Intermediate|Advanced
823,Regulated Competition in Healthcare Systems: Theory & Practice,Beginner|Intermediate|Advanced
824,"Random Models, Nested and Split-plot Designs",Beginner|Intermediate|Advanced
825,"Modern Robotics, Course 5:  Robot Manipulation and Wheeled Mobile Robots",Beginner|Intermediate|Advanced
826,Fundamentals of Network Communication,Beginner|Intermediate|Advanced
827,Predictive Modeling and Machine Learning with MATLAB,Beginner|Intermediate|Advanced
828,Networking and Volunteerism for Career Success,Beginner|Intermediate|Advanced
829,Crafting Strategies for Innovation Initiatives for Corporate Entrepreneurs,Beginner|Intermediate|Advanced
830,Portfolio and Risk Management,Beginner|Intermediate|Advanced
831,Auditing I: Conceptual Foundations of Auditing,Beginner|Intermediate|Advanced
832,Building a Business Presence With Facebook Marketing,Beginner|Intermediate|Advanced
833,Finance for Everyone: Decisions,Beginner|Intermediate|Advanced
834,Rapid Prototyping of Embedded Interface Designs,Beginner|Intermediate|Advanced
835,FinTech Risk Management,Beginner|Intermediate|Advanced
836,Solar Energy Systems Overview,Beginner|Intermediate|Advanced
837,Industrial IoT on Google Cloud Platform,Beginner|Intermediate|Advanced
838,Customer Segmentation and Prospecting,Beginner|Intermediate|Advanced
839,Multiplatform Mobile App Development with Web Technologies: Ionic and Cordova,Beginner|Intermediate|Advanced
840,Enjoyable Econometrics,Beginner|Intermediate|Advanced
841,Build an App in Android Studio using Static Files,Beginner|Intermediate|Advanced
842,Safety in the Utility Industry,Beginner|Intermediate|Advanced
843,"Content, Advertising & Social IMC",Beginner|Intermediate|Advanced
844,Introduction to Power Electronics,Beginner|Intermediate|Advanced
845,Rails with Active Record and Action Pack,Beginner|Intermediate|Advanced
846,Building Your Leadership Skills,Beginner|Intermediate|Advanced
847,Accounting for Business Decision Making: Measurement and Operational Decisions,Beginner|Intermediate|Advanced
848,"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity",Beginner|Intermediate|Advanced
849,Build Multilayer Perceptron Models with Keras,Beginner|Intermediate|Advanced
850,Financial Reporting Capstone,Beginner|Intermediate|Advanced
851,Songwriting: Writing the Lyrics,Beginner|Intermediate|Advanced
852,Healthcare Marketplace,Beginner|Intermediate|Advanced
853,Developing An Entrepreneurial Mindset: First Step Towards Success,Beginner|Intermediate|Advanced
854,Capstone Project: Business Technology Management,Beginner|Intermediate|Advanced
855,Business English: Basics,Beginner|Intermediate|Advanced
856,Supply Chain Sourcing,Beginner|Intermediate|Advanced
857,"Recruiting, Hiring, and Onboarding Employees",Beginner|Intermediate|Advanced
858,Programming with Scratch,Beginner|Intermediate|Advanced
859,Teaching Impacts of Technology: Workplace of the Future,Beginner|Intermediate|Advanced
860,Foundations of Public Health Practice: Behaviour & Behaviour Change,Beginner|Intermediate|Advanced
861,Essential Google Cloud Infrastructure: Core Services,Beginner|Intermediate|Advanced
862,"Tropical Parasitology: Protozoans, Worms, Vectors and Human Diseases",Beginner|Intermediate|Advanced
863,"The Modern World, Part One: Global History from 1760 to 1910",Beginner|Intermediate|Advanced
864,Solar Energy System Design,Beginner|Intermediate|Advanced
865,Validity and Bias in Epidemiology,Beginner|Intermediate|Advanced
866,"Imagery, Automation, and Applications",Beginner|Intermediate|Advanced
867,Measuring Causal Effects in the Social Sciences,Beginner|Intermediate|Advanced
868,Protecting Business Innovations via Strategy,Beginner|Intermediate|Advanced
869,Ecosystems of California,Beginner|Intermediate|Advanced
870,Unethical Decision Making in Organizations,Beginner|Intermediate|Advanced
871,How Computers Work,Beginner|Intermediate|Advanced
872,HPV-Associated Oral and Throat Cancer: What You Need to Know,Beginner|Intermediate|Advanced
873,Making the Case for Robotic Process Automation,Beginner|Intermediate|Advanced
874,"Be a Leader, Develop a Leader",Beginner|Intermediate|Advanced
875,Influencer Marketing Strategy,Beginner|Intermediate|Advanced
876,Digital Media and Marketing Strategies,Beginner|Intermediate|Advanced
877,Intro to International Marketing,Beginner|Intermediate|Advanced
878,Introduction to OpenCL on FPGAs,Beginner|Intermediate|Advanced
879,Building Conversational Experiences with Dialogflow,Beginner|Intermediate|Advanced
880,Docker Essentials & Building a Containerized Web Application,Beginner|Intermediate|Advanced
881,Applying Investment Decision Rules for Startups,Beginner|Intermediate|Advanced
882,Qualitative Data Collection Methods,Beginner|Intermediate|Advanced
883,Assessment for Learning,Beginner|Intermediate|Advanced
884,Financial Engineering and Risk Management Part I,Beginner|Intermediate|Advanced
885,Teach English Now! Capstone Project 2,Beginner|Intermediate|Advanced
886,Teach English Now! Capstone Project 2,Beginner|Intermediate|Advanced
887,The Economics of Agro-Food Value Chains,Beginner|Intermediate|Advanced
888,Machine Learning Algorithms: Supervised Learning Tip to Tail,Beginner|Intermediate|Advanced
889,3D Printing Hardware,Beginner|Intermediate|Advanced
890,Business English for Cross-cultural Communication,Beginner|Intermediate|Advanced
891,Cloud Networking,Beginner|Intermediate|Advanced
892,Build a Machine Learning Web App with Streamlit and Python,Beginner|Intermediate|Advanced
893,Python Geospatial Data Analysis,Beginner|Intermediate|Advanced
894,Lesson | Business English Skills: Introducing Yourself in Business Settings,Beginner|Intermediate|Advanced
895,Getting Started with Blazor WASM,Beginner|Intermediate|Advanced
896,Establishing a Professional �Self� through Effective Intercultural Communication,Beginner|Intermediate|Advanced
897,Biases and Portfolio Selection,Beginner|Intermediate|Advanced
898,Building Smart Business Assistants with IBM Watson,Beginner|Intermediate|Advanced
899,Introduction to Pointers and Memory Management in C/C++,Beginner|Intermediate|Advanced
900,Using Seesaw for Student Learning,Beginner|Intermediate|Advanced
901,Music and Social Action,Beginner|Intermediate|Advanced
902,Enhancing Communication with Remind,Beginner|Intermediate|Advanced
903,Security Operations and Administration,Beginner|Intermediate|Advanced
904,Machine Learning: Classification,Beginner|Intermediate|Advanced
905,Git + GitHub for Open Source Collaboration,Beginner|Intermediate|Advanced
906,Communicating Climate Change and Health,Beginner|Intermediate|Advanced
907,"Revolutionary Ideas: Borders, Elections, Constitutions, Prisons",Beginner|Intermediate|Advanced
908,Multimodal Literacies: Communication and Learning in the Era of Digital Media,Beginner|Intermediate|Advanced
909,International Water Law,Beginner|Intermediate|Advanced
910,Applying Machine Learning to your Data with GCP,Beginner|Intermediate|Advanced
911,Image Understanding with TensorFlow on GCP,Beginner|Intermediate|Advanced
912,Create a text adventure game with Ink,Beginner|Intermediate|Advanced
913,Functional Programming in Scala Capstone,Beginner|Intermediate|Advanced
914,Enterprise Architecture,Beginner|Intermediate|Advanced
915,Delivery Problem,Beginner|Intermediate|Advanced
916,Make Your Pick-Ups Look Cool in Unity (Intro to Animation 1),Beginner|Intermediate|Advanced
917,Introduction to Computer Vision with Watson and OpenCV,Beginner|Intermediate|Advanced
918,Software Design Threats and Mitigations,Beginner|Intermediate|Advanced
919,Stock Analysis:  Create a Buy Signal Filter using R and the Quantmod Package,Beginner|Intermediate|Advanced
920,Introduction to Complex Analysis,Beginner|Intermediate|Advanced
921,The Unix Workbench,Beginner|Intermediate|Advanced
922,Health Systems Development: A Focus on Health Service Delivery and Human Resources for Health,Beginner|Intermediate|Advanced
923,Strategic Business Management - Macroeconomics,Beginner|Intermediate|Advanced
924,Principles of Photo Composition and Digital Image Post-Production,Beginner|Intermediate|Advanced
925,Using SAS Viya REST APIs with Python and R,Beginner|Intermediate|Advanced
926,Strategic Sales Management Final Project,Beginner|Intermediate|Advanced
927,Human-Centered Design: an Introduction,Beginner|Intermediate|Advanced
928,Innovation Career Lessons from a Master,Beginner|Intermediate|Advanced
929,Designing and Implementing Your Coaching Strategy,Beginner|Intermediate|Advanced
930,Teaching in University Science Laboratories (Developing Best Practice),Beginner|Intermediate|Advanced
931,Principles of Computing (Part 1),Beginner|Intermediate|Advanced
932,Proactive Computer Security,Beginner|Intermediate|Advanced
933,Network Security & Database Vulnerabilities,Beginner|Intermediate|Advanced
934,Implementing Parent Feedback with Google Forms,Beginner|Intermediate|Advanced
935,Agile Meets Design Thinking,Beginner|Intermediate|Advanced
936,A tecnologia da produ��o musical,Beginner|Intermediate|Advanced
937,Intellectual Humility: Science,Beginner|Intermediate|Advanced
938,"Planning: Principled, Proposing, Proofing, and Practicing to a Success Plan",Beginner|Intermediate|Advanced
939,Qualitative Research Design,Beginner|Intermediate|Advanced
940,Perform Real-Time Object Detection with YOLOv3,Beginner|Intermediate|Advanced
941,Introduction to G Suite,Beginner|Intermediate|Advanced
942,Epidemics - the Dynamics of Infectious Diseases,Beginner|Intermediate|Advanced
943,Enterprise System Management and Security,Beginner|Intermediate|Advanced
944,Competitive Programmer's Core Skills,Beginner|Intermediate|Advanced
945,Evaluating User Interfaces,Beginner|Intermediate|Advanced
946,Getting Started with Azure DevOps Boards,Beginner|Intermediate|Advanced
947,Genomics: Decoding the Universal Language of Life,Beginner|Intermediate|Advanced
948,Learning Mindsets & Skills,Beginner|Intermediate|Advanced
949,Computational Geometry,Beginner|Intermediate|Advanced
950,Planning & Design of Sanitation Systems and Technologies,Beginner|Intermediate|Advanced
951,A Start Guide: Product Marketing Using G Suite,Beginner|Intermediate|Advanced
952,The Fundamentals of Revenue Management: The Cornerstone of Revenue Strategy,Beginner|Intermediate|Advanced
953,Brand Marketing and SEO Tools using Wix,Beginner|Intermediate|Advanced
954,"Impacting the Opioid Crisis: Prevention, Education, and Practice for Non-Prescribing Providers",Beginner|Intermediate|Advanced
955,Product Development: Customer Journey Mapping with Miro,Beginner|Intermediate|Advanced
956,Introduction to Who Wrote Shakespeare,Beginner|Intermediate|Advanced
957,Create Your First Multithreaded Application in Java,Beginner|Intermediate|Advanced
958,CSS Animated Components with ReactJS,Beginner|Intermediate|Advanced
959,Google Cloud Fundamentals for Azure Professionals: Core Infrastructure,Beginner|Intermediate|Advanced
960,Finance for Everyone Capstone Project,Beginner|Intermediate|Advanced
961,Internet of Things: How did we get here?,Beginner|Intermediate|Advanced
962,Introduction to Line Balancing Using Precedence Diagram,Beginner|Intermediate|Advanced
963,"AI Workflow: Machine Learning, Visual Recognition and NLP",Beginner|Intermediate|Advanced
964,Manipulate Object Properties with C# in Unity,Beginner|Intermediate|Advanced
965,Palliative Care Capstone Projects,Beginner|Intermediate|Advanced
966,Interactive Word Embeddings using Word2Vec and Plotly,Beginner|Intermediate|Advanced
967,Electric Industry Operations and Markets,Beginner|Intermediate|Advanced
968,Building Your Career in Music: Developing A Brand and Funding Your Music,Beginner|Intermediate|Advanced
969,Strategic Planning and Execution,Beginner|Intermediate|Advanced
970,Change Leadership: Developing Strategic Gap Analysis in Miro,Beginner|Intermediate|Advanced
971,Internet of Things Capstone V2: Build a Mobile Surveillance System,Beginner|Intermediate|Advanced
972,Responsive Website Tutorial and Examples,Beginner|Intermediate|Advanced
973,Entrepreneurial Strategic Management,Beginner|Intermediate|Advanced
974,Personality Types at Work,Beginner|Intermediate|Advanced
975,Overview of Advanced Methods of Reinforcement Learning in Finance,Beginner|Intermediate|Advanced
976,Process Improvement: a Kaizen Event with Google Slides,Beginner|Intermediate|Advanced
977,Sales Force Management,Beginner|Intermediate|Advanced
978,Performing Data Aggregation using SQL Aggregate Functions,Beginner|Intermediate|Advanced
979,Ecosystem Services: a Method for Sustainable Development,Beginner|Intermediate|Advanced
980,Reliable Google Cloud Infrastructure: Design and Process,Beginner|Intermediate|Advanced
981,Using TensorFlow with Amazon Sagemaker,Beginner|Intermediate|Advanced
982,Firm Level Economics: Markets and Allocations,Beginner|Intermediate|Advanced
983,The Data Science of Health Informatics,Beginner|Intermediate|Advanced
984,Preparing to Manage Human Resources,Beginner|Intermediate|Advanced
985,COVID19 Data Analysis Using Python,Beginner|Intermediate|Advanced
986,De-Mystifying Mindfulness,Beginner|Intermediate|Advanced
987,International Marketing Entry and Execution,Beginner|Intermediate|Advanced
988,Law in the Time of COVID-19: A Northwestern Teach-Out,Beginner|Intermediate|Advanced
989,Mastering bitumen for better roads and innovative applications,Beginner|Intermediate|Advanced
990,"Engineering Life: Synbio, Bioethics & Public Policy",Beginner|Intermediate|Advanced
991,Customer-Centric IT Strategy,Beginner|Intermediate|Advanced
992,Neural Networks and Deep Learning,Beginner|Intermediate|Advanced
993,Securing Investment Returns in the Long Run,Beginner|Intermediate|Advanced
994,Cloud Computing Concepts: Part 2,Beginner|Intermediate|Advanced
995,Introduction to Systems Biology,Beginner|Intermediate|Advanced
996,The Horse Course: Introduction to Basic Care and Management,Beginner|Intermediate|Advanced
997,Innovation Strategy: Developing Your Fintech strategy,Beginner|Intermediate|Advanced
998,Understanding Cancer Metastasis,Beginner|Intermediate|Advanced
999,Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI),Beginner|Intermediate|Advanced
1000,Building Deep Learning Models with TensorFlow,Beginner|Intermediate|Advanced
1001,Crash Course on Python,Beginner|Intermediate|Advanced
1002,Programming with Cloud IoT Platforms,Beginner|Intermediate|Advanced
1003,Mergers and Acquisitions � The Relentless Pursuit of Synergy,Beginner|Intermediate|Advanced
1004,Preventing Chronic Pain: A Human Systems Approach,Beginner|Intermediate|Advanced
1005,Building the Business Model for Corporate Entrepreneurs,Beginner|Intermediate|Advanced
1006,"Ready, Set, Future! Introduction to Futures Thinking",Beginner|Intermediate|Advanced
1007,Image Processing with Python,Beginner|Intermediate|Advanced
1008,Advanced Linear Models for Data Science 1: Least Squares,Beginner|Intermediate|Advanced
1009,Terraform Basics: Automate Provisioning of AWS EC2 Instances,Beginner|Intermediate|Advanced
1010,Pricing Strategy in Practice,Beginner|Intermediate|Advanced
1011,Reinforcement Learning in Finance,Beginner|Intermediate|Advanced
1012,Mastering the Software Engineering Interview,Beginner|Intermediate|Advanced
1013,Django Features and Libraries,Beginner|Intermediate|Advanced
1014,A Circular Economy of Metals: Towards a Sustainable Societal Metabolism,Beginner|Intermediate|Advanced
1015,Information Visualization: Advanced Techniques,Beginner|Intermediate|Advanced
1016,Startup: How to build a successful business?,Beginner|Intermediate|Advanced
1017,Inventory Analytics,Beginner|Intermediate|Advanced
1018,COVID19 Data Visualization Using Python,Beginner|Intermediate|Advanced
1019,Using Git for Distributed Development,Beginner|Intermediate|Advanced
1020,Becoming a Sports Agent,Beginner|Intermediate|Advanced
1021,"Teacher SEL: Programs, Possibilities, and Contexts",Beginner|Intermediate|Advanced
1022,Why Iowa? A Primer on Primaries and Caucuses Teach-Out,Beginner|Intermediate|Advanced
1023,Take Your English Communication Skills to the Next Level,Beginner|Intermediate|Advanced
1024,Service-Oriented Architecture,Beginner|Intermediate|Advanced
1025,Google Cloud Platform Fundamentals for AWS Professionals,Beginner|Intermediate|Advanced
1026,Introduction to Programming and Animation with Alice,Beginner|Intermediate|Advanced
1027,Population Health: Fundamentals of Population Health Management,Beginner|Intermediate|Advanced
1028,An Introduction to the U.S. Food System: Perspectives from Public Health,Beginner|Intermediate|Advanced
1029,Statistics for International Business,Beginner|Intermediate|Advanced
1030,Engineering Practices for Building Quality Software,Beginner|Intermediate|Advanced
1031,Game Design and Development Capstone,Beginner|Intermediate|Advanced
1032,Client Needs and Software Requirements,Beginner|Intermediate|Advanced
1033,Getting Started with Linux Terminal,Beginner|Intermediate|Advanced
1034,Databases and SQL for Data Science,Beginner|Intermediate|Advanced
1035,Understanding Financial Markets,Beginner|Intermediate|Advanced
1036,Create and Format a Basic Document with LibreOffice Writer,Beginner|Intermediate|Advanced
1037,Intellectual Humility: Theory,Beginner|Intermediate|Advanced
1038,Oral Communication for Engineering Leaders,Beginner|Intermediate|Advanced
1039,Legal Tech & Startups,Beginner|Intermediate|Advanced
1040,Business English: Making Presentations,Beginner|Intermediate|Advanced
1041,Software Security,Beginner|Intermediate|Advanced
1042,Photovoltaic solar energy,Beginner|Intermediate|Advanced
1043,A Scientific Approach to Innovation Management,Beginner|Intermediate|Advanced
1044,Accounting for Business Decision Making: Strategy Assessment and Control,Beginner|Intermediate|Advanced
1045,Introduction to Data Science in Python,Beginner|Intermediate|Advanced
1046,Analytic Combinatorics,Beginner|Intermediate|Advanced
1047,Create a Resume and Cover Letter with Google Docs,Beginner|Intermediate|Advanced
1048,Exploring Beethoven's Piano Sonatas Part 4,Beginner|Intermediate|Advanced
1049,Moralities of Everyday Life,Beginner|Intermediate|Advanced
1050,"Cybersecurity Roles, Processes & Operating System Security",Beginner|Intermediate|Advanced
1051,"Cybersecurity Roles, Processes & Operating System Security",Beginner|Intermediate|Advanced
1052,Multiple Linear Regression with scikit-learn,Beginner|Intermediate|Advanced
1053,Scrum Team Building Using Games and Interactive Tools,Beginner|Intermediate|Advanced
1054,Run a Sparkline Trend Analysis in Google Sheets,Beginner|Intermediate|Advanced
1055,Motivating Gen Z Learners: What Parents and Teachers Need to Know,Beginner|Intermediate|Advanced
1056,Capstone: Build a Winning Investment Portfolio,Beginner|Intermediate|Advanced
1057,"Lighting, Reflection, and Post Processing Effects",Beginner|Intermediate|Advanced
1058,Embedded Software and Hardware Architecture,Beginner|Intermediate|Advanced
1059,Build a Relative Layout App in Android Studio,Beginner|Intermediate|Advanced
1060,Study Designs in Epidemiology,Beginner|Intermediate|Advanced
1061,Introduction to Software Product Management,Beginner|Intermediate|Advanced
1062,Learn Javascript with zero prior programming experience,Beginner|Intermediate|Advanced
1063,Creating a Student Profile in Google Docs,Beginner|Intermediate|Advanced
1064,Global Warming I: The Science and Modeling of Climate Change,Beginner|Intermediate|Advanced
1065,Handling Imbalanced Data Classification Problems,Beginner|Intermediate|Advanced
1066,The Olympic Games and the Media,Beginner|Intermediate|Advanced
1067,Learning How to Learn: Powerful mental tools to help you master tough subjects,Beginner|Intermediate|Advanced
1068,Writing for Young Readers: Opening the Treasure Chest,Beginner|Intermediate|Advanced
1069,Fundamentals of Modern Russian-designed NPPs with VVER-1200,Beginner|Intermediate|Advanced
1070,The Cycle: Management of Successful Arts and Cultural Organizations,Beginner|Intermediate|Advanced
1071,Epidemiology: The Basic Science of Public Health,Beginner|Intermediate|Advanced
1072,Implementing a Patient Safety or Quality Improvement Project (Patient Safety V),Beginner|Intermediate|Advanced
1073,Utilize LinkedIn for Career Search,Beginner|Intermediate|Advanced
1074,Data Science in Real Life,Beginner|Intermediate|Advanced
1075,Advanced Business Analytics Capstone,Beginner|Intermediate|Advanced
1076,The Pronunciation of American English Project,Beginner|Intermediate|Advanced
1077,Strategy and Sustainability,Beginner|Intermediate|Advanced
1078,Using Data for Geographic Mapping and Forecasting in SAS Visual Analytics,Beginner|Intermediate|Advanced
1079,Managing the Organization,Beginner|Intermediate|Advanced
1080,Industrial IoT Markets and Security,Beginner|Intermediate|Advanced
1081,Programming a Quantum Computer with Qiskit - IBM SDK,Beginner|Intermediate|Advanced
1082,Elastic Google Cloud Infrastructure: Scaling and Automation,Beginner|Intermediate|Advanced
1083,Elastic Google Cloud Infrastructure: Scaling and Automation,Beginner|Intermediate|Advanced
1084,IT Infrastructure and Emerging Trends,Beginner|Intermediate|Advanced
1085,"Cloud Computing Applications, Part 1: Cloud Systems and Infrastructure",Beginner|Intermediate|Advanced
1086,Logistic Regression in R for Public Health,Beginner|Intermediate|Advanced
1087,Six Sigma and the Organization (Advanced),Beginner|Intermediate|Advanced
1088,"Managing ADHD, Autism, Learning Disabilities, and Concussion in School",Beginner|Intermediate|Advanced
1089,Business Case Analysis,Beginner|Intermediate|Advanced
1090,Understanding 9/11: Why 9/11 Happened & How Terrorism Affects Our World Today,Beginner|Intermediate|Advanced
1091,Financial Accounting Fundamentals,Beginner|Intermediate|Advanced
1092,Cryptography: Boolean functions and related problems,Beginner|Intermediate|Advanced
1093,Religions and Society in China,Beginner|Intermediate|Advanced
1094,Geometric Algorithms,Beginner|Intermediate|Advanced
1095,"Games, Sensors and Media",Beginner|Intermediate|Advanced
1096,Challenging Forensic Science: How Science Should Speak to Court,Beginner|Intermediate|Advanced
1097,Project Management: Creating the Precedence Network Diagram,Beginner|Intermediate|Advanced
1098,Project: Writing a Research Paper,Beginner|Intermediate|Advanced
1099,Wind Energy,Beginner|Intermediate|Advanced
1100,Enterprise Systems,Beginner|Intermediate|Advanced
1101,The Merkle Tree and Cryptocurrencies,Beginner|Intermediate|Advanced
1102,Building Fintech Startups in Emerging Markets,Beginner|Intermediate|Advanced
